Declaration ID,Date,Office ID,Process Type,Import Type,Import Use,Payment Type,Mode of Transport,Declarant ID,Importer ID,Seller ID,Courier ID,HS6 Code,Country of Departure,Country of Origin,Tax Rate,Tax Type,Country of Origin Indicator,Net Mass,Item Price,Fraud,Critical Fraud
10908431,2020-01-08,40,B,94,21,11,10,2FCWWX1,0E1NYSH,OLQ4X81,W6UCD9,848690,NL,NL,0.0,CIT,G,63.6,36442.8,0,0
91580002,2020-01-08,20,B,11,21,11,10,6V8QPPW,SEC3Q9L,V5GYLVJ,,611090,US,US,0.0,FUS1,Y,10.0,38.0,0,0
46805736,2020-01-08,40,B,11,21,11,10,SPKIA9H,IQQN0GO,E2YQ3KX,,870332,DE,DE,0.0,FEU1,E,1719.0,9977763.6,0,0
34705703,2020-01-08,12,B,29,13,18,10,M65J4QO,NDJQO9A,BRBOKA0,W6UCD9,440131,MY,MY,0.0,FAS1,Y,501800.0,19118580.0,0,0
59796831,2020-01-08,20,B,11,21,11,10,C6MLPCX,TPEKS9E,3FA6ILZ,,440929,MY,MY,0.0,FAS1,B,22000.0,2637800.0,1,1
11494012,2020-01-08,20,B,11,21,11,10,6V8QPPW,FUSIRJS,UR7JUBD,,420231,IT,RO,8.0,A,E,1.0,1248.7,0,0
34673474,2020-01-08,50,B,11,11,43,10,NN4BHVR,X9IMQQG,Q35G5PQ,VZIZJJ,830241,IT,IT,0.0,FEU1,E,70.0,19656.0,0,0
44029952,2020-01-08,40,B,87,21,18,40,DWNJQL8,B2SVOZ1,,MWIDNS,620459,CN,CN,13.0,A,E,1.8,1314.18,0,0
39913995,2020-01-08,16,B,11,13,13,10,OOLW1MT,TL4XR8K,9E29G1X,,030353,JP,JP,10.0,A,E,73330.0,14013363.0,0,0
62043948,2020-01-08,20,B,11,21,11,10,DWNJQL8,2VFE057,Z7ACEYX,,340600,FR,FR,6.5,C,E,1.9,90.82,0,0
37576667,2020-01-08,40,B,11,21,43,40,OZB7KED,7ODQ8OV,EHO6U6M,,940179,CN,CN,0.0,C,E,1036.0,24760.4,0,0
20733909,2020-01-08,40,B,11,21,11,10,X0DJZN6,708A72F,74RRD73,,901910,CN,CN,0.0,C,Y,800.0,4160.0,0,0
46924835,2020-01-08,20,B,11,21,11,10,B6C4G68,BB6C409,LE98SJC,,392350,GB,KR,6.5,C,B,85.8,652.0799999999998,0,0
79133839,2020-01-08,10,B,11,12,14,10,IYJ9DYN,P1TZXEU,HNT1N38,,551511,JP,JP,10.0,A,Y,42.0,1835.4,0,0
42866757,2020-01-08,40,B,11,21,11,10,Q72DK08,XGVR67F,XB0PB0F,,392610,JP,JP,6.5,C,G,1.6,274.08000000000004,0,0
40856989,2020-01-08,10,B,11,21,11,10,46VGCQF,UDIM0BC,PH1TX6N,,901310,DE,JP,8.0,A,G,2.0,7118.8,0,0
18799243,2020-01-08,40,B,11,21,43,40,AZI5L7O,ZDPZYAO,,EIZP3I,710221,JP,BW,1.0,A,Y,0.9,1133334.18,1,1
79540203,2020-01-09,40,B,87,21,43,40,DWNJQL8,3OFLK2K,,MWIDNS,071080,VN,VN,27.0,A,E,9150.0,2426580.0,0,0
53123806,2020-01-09,20,B,11,21,43,10,UMV59OQ,ZJSGYKK,3NQIIBS,,392690,CN,CN,6.5,C,S,280.0,168.0,0,0
68092000,2020-01-09,121,B,11,21,11,40,K3BQ8SO,6Z3GRB7,Q8SCRD9,MAD31N,620822,CN,CN,13.0,A,B,144.0,37238.4,1,1
21342882,2020-01-09,40,B,87,21,43,40,DWNJQL8,YIXURHR,WA4HMQ7,W6UCD9,390390,CN,CN,6.5,C,E,10.0,1835.0,0,0
55514251,2020-01-09,30,B,11,21,11,10,MBMUR6B,X3UAL7C,XNWCKRF,,151590,AU,AU,1.6,FAU1,E,760.0,200336.00000000003,0,0
30572766,2020-01-09,40,B,15,21,43,40,H3RWZG0,YLLBMD1,YBRGV02,,702000,CN,CN,8.0,A,E,3.8,162.64,0,0
62297756,2020-01-09,20,B,11,26,11,10,158PVN2,VZ8JFY8,Q35G5PQ,,630790,US,NI,10.0,A,B,300.0,690.0,1,1
38145181,2020-01-09,40,B,11,21,11,40,DWNJQL8,34DTEA6,XQ1Q0Y3,,902290,JP,JP,1.3,C,G,4.0,1978.8,0,0
94102098,2020-01-09,40,B,11,21,11,40,F463TSU,HKY99VI,W4V0X6S,,071080,CN,CN,27.0,C,G,126000.0,33415200.0,0,0
31816934,2020-01-09,40,B,11,21,43,40,UFO3ZSU,MGRK1CI,I1AKNFO,,940350,CN,CN,0.0,C,Y,5114.0,819774.2000000002,0,0
19037549,2020-01-09,30,B,11,21,11,10,E3Q8ABV,Q3SR03L,HVMG4TJ,,940560,JP,JP,8.0,A,G,278.3,122535.49,0,0
15878080,2020-01-09,40,B,11,21,14,10,8N9D20E,ZHHO76W,SWNC92M,,442199,CN,CN,4.2,FCN1,G,10.0,5301.0,0,0
90395089,2020-01-09,40,B,11,21,11,40,1556AQV,WGUPM41,ORFDFOK,,392690,JP,JP,6.5,C,B,0.0,0.0,0,0
36070729,2020-01-09,20,B,11,21,11,10,G4FECCZ,4KVP8Q8,G4SWDNA,,854231,HK,TW,0.0,C,Y,75.1,152317.81999999998,0,0
87270386,2020-01-09,20,B,11,21,11,10,W8UXMQ2,TVDDDNX,LYC5SZ1,,420222,CN,CN,3.2,FCN1,E,1500.0,508950.0,0,0
49287640,2020-01-09,40,B,11,21,11,40,OZB7KED,K5LX9CJ,JCH98U6,,851770,CN,CN,0.0,C,E,30.8,5701.08,0,0
19821365,2020-01-09,21,B,11,21,11,40,0DKV869,0I877X7,37FNJH5,,630790,PK,PK,10.0,A,B,10.0,23.0,1,1
56499032,2020-01-09,40,B,11,21,14,40,DWNJQL8,XIM8JAB,TZYQV3Q,W6UCD9,960820,JP,JP,8.0,A,E,8.7,166.17,0,0
81010415,2020-01-09,20,B,11,21,11,10,R2ESN6V,M1ASSZP,22A36WL,,392390,CN,CN,6.5,CIT,E,59.9,113.81,0,0
39797936,2020-01-09,40,B,11,21,43,10,520Z69Q,H1JN10U,42VLJD6,,230400,BR,BR,1.8,A,S,1000000.0,197700000.0,0,0
93452098,2020-01-09,40,B,11,21,11,10,A7POIBB,RKDII26,23RIU88,,848190,CN,CN,8.0,A,G,65.0,2853.5,1,1
32682440,2020-01-09,40,B,11,21,43,10,62RAPC6,OPEXSZZ,UKWGKPZ,,731414,JP,JP,0.0,C,G,22.0,7251.200000000003,0,0
72143664,2020-01-09,20,B,11,21,11,10,AX4CW6G,SEC3Q9L,G5IG9YY,,681599,US,US,8.0,A,E,0.4,15.72,1,1
16358559,2020-01-09,151,B,22,28,11,10,L5GONLU,ZNK019C,1NYE9WJ,MWIDNS,551020,IT,IT,0.0,FEU1,G,79.3,69918.81,0,0
96317465,2020-01-09,30,B,11,21,11,10,6V8QPPW,LDQPSP6,0JAM5RW,,732393,CN,CN,0.0,FCN1,Y,7396.9,45860.78,0,0
84744775,2020-01-09,20,B,11,21,11,10,KR8JM9H,Y9ARV69,X75ZWT5,,650500,CN,CN,2.4,FCN1,Y,198.0,732.6,0,0
70303537,2020-01-09,33,B,83,21,18,40,IBIGZ7F,W3BRIO4,158RQO3,,420219,GB,IT,0.0,FEU1,G,1.0,17.3,0,0
38135522,2020-01-09,40,B,11,21,11,40,LP6EWRR,0MX22NJ,4QC013K,,720449,US,US,0.0,A,E,50.0,135.0,0,0
92663568,2020-01-09,20,B,11,21,11,10,TEZRJXM,KSK1MEM,SQBH3O9,,854233,KR,TH,0.0,A,E,0.4,319960.64,0,0
81167623,2020-01-09,16,B,11,21,14,10,B4QC455,UQS520K,Y5ZLHGH,,390799,CN,CN,1.9,FCN1,G,36000.0,4496400.0,0,0
60940612,2020-01-09,20,B,11,21,11,10,6T0AJ3G,3QLW1NY,BZWBORZ,,620433,CN,CN,13.0,A,S,138.0,34693.200000000004,0,0
53833185,2020-01-09,10,B,15,27,14,10,RZXCX7U,KGR47BK,Z46YLS4,,701399,CN,CN,8.0,A,E,87.0,1278.9,0,0
72136074,2020-01-09,40,B,87,21,43,40,43MSLZK,3QP5HIS,CEHPS1I,W6UCD9,853890,CN,CN,8.0,A,Y,110.0,2200.0,0,0
62953018,2020-01-09,40,B,11,21,11,40,6YV2O43,YYJGCX5,3EVLVZQ,,711719,CN,CN,8.0,A,E,2.5,91.75,0,0
89847685,2020-01-09,40,B,87,21,43,40,DWNJQL8,IKJ95I6,,MWIDNS,640299,CN,CN,9.1,E1,Y,4000.0,411200.0,0,0
90293936,2020-01-09,20,B,11,21,11,10,1U0VYZN,O23B944,RZM2Z77,,382499,CN,CN,0.0,FCN1,B,20000.0,250000.0,0,0
75080422,2020-01-09,40,B,11,21,11,40,FAG093P,9QVY8XS,E44MM7Y,,870323,US,DE,8.0,C,G,2290.0,22213.0,1,1
61941759,2020-01-09,20,B,11,21,11,10,5GO2POQ,4TNV14J,1CN7YRL,,570299,CN,CN,3.0,FCN1,G,70.0,19999.0,0,0
79920994,2020-01-09,40,B,11,21,11,40,ZN0A109,OSU67BV,5Z3X17V,,701399,CN,CN,0.0,FCN1,E,180.0,2646.0,1,1
77615101,2020-01-09,40,B,11,21,11,10,3XOIRLN,0KM8U4S,NAY7DAZ,,610832,CN,CN,5.2,FCN1,G,45.9,23170.32,0,0
37341596,2020-01-09,20,B,11,21,11,10,U8YJ1TN,JAVDGIZ,LOBP18S,,290539,TW,TW,5.5,C,B,16000.0,4064000.0,0,0
24414649,2020-01-09,30,B,11,21,11,10,1XCM1XF,LDQPSP6,QG0LLSS,,901890,JP,JP,8.0,A,G,4.0,12640.8,0,0
54134478,2020-01-09,20,B,11,21,11,10,IP2CUKX,RZ3H5TT,680QTQH,,370500,JP,JP,0.0,CIT,S,0.5,56657.5,0,0
86042895,2020-01-09,40,B,11,21,14,40,PF1L1IG,EH9FM1K,ZNC89SY,VZIZJJ,330491,JP,JP,6.5,C,G,20.0,7066.0,0,0
89663978,2020-01-09,40,B,11,21,14,40,OZB7KED,KP76RGZ,,,854232,US,TW,0.0,C,E,0.7,4262.86,0,0
96895773,2020-01-09,20,B,11,21,11,10,UOOH9ZX,1WZDPG3,71KRF9P,,293369,CN,CN,0.0,FCN1,S,14000.0,8640800.0,0,0
61293222,2020-01-09,20,B,11,21,11,10,0FWK4FA,39TQVAW,DHGO4GS,,760200,NZ,NZ,0.0,A,B,18260.0,178948.0,0,0
19011997,2020-01-09,20,B,11,21,11,10,PF1L1IG,QZ039HN,7QOBTB2,,950691,CN,CN,8.0,A,B,181.2,2464.32,0,0
99163753,2020-01-09,40,B,11,21,11,10,TEZRJXM,YP2SJG1,OB00LGF,,230990,NL,DK,71.0,W2,G,500.0,266700.0,1,1
86949114,2020-01-09,40,B,11,21,11,40,5PDPMM1,R1SHNR9,B8IYAKM,,620343,CN,CN,13.0,A,G,38.0,7508.8,0,0
24993204,2020-01-09,40,B,11,21,43,40,DWNJQL8,J1QD5ZU,D30SM2I,MWIDNS,392690,HK,CN,6.5,C,G,9.0,5.4,0,0
48539772,2020-01-09,20,B,11,21,43,10,D3V1AKD,JA1DWLP,XOWXO9L,,940599,TW,TW,8.0,A,G,2.0,68.4,1,1
56922206,2020-01-09,20,B,11,21,43,10,1XCM1XF,5H5C7Y8,J0VNRFI,,854449,CN,CN,4.8,FCN1,G,14631.2,4641016.64,0,0
50200526,2020-01-09,30,B,11,21,11,10,EK1IE52,EY7EXNC,IR57BHP,,210690,GB,GB,0.0,FEU1,Y,10.0,1265.0,0,0
33529477,2020-01-09,20,B,11,21,11,40,HKEF2UA,8F26VNV,EUFUO35,,852871,HK,CN,0.0,C,G,20.0,24480.0,0,0
39469607,2020-01-09,40,B,11,21,14,10,A7POIBB,6SSQC4O,SA41RE1,,392350,CN,CN,6.5,C,Y,1201.9,9134.44,0,0
72058628,2020-01-09,20,B,11,21,11,40,XGAIPZH,JK37SOJ,MM7MN4S,,950639,JP,JP,8.0,A,G,5.6,2987.0399999999995,0,0
52345210,2020-01-09,40,B,88,21,11,40,3HA463C,F0O2PIM,7PN0VA5,,710812,CA,CA,0.0,FCA1,Y,75.0,89821950.0,0,0
57780820,2020-01-09,40,B,87,21,43,40,DWNJQL8,UWHF4BV,,W6UCD9,620333,CN,CN,13.0,A,E,80.0,8864.0,0,0
71348964,2020-01-09,40,B,11,21,14,10,KWSE1HX,QLZW6LG,42VLJD6,,071080,CN,CN,27.0,A,E,48000.0,14073600.0,0,0
40758180,2020-01-09,40,B,87,21,18,40,R6FUC93,9DVCFAQ,C9DXOFP,MWIDNS,851660,CN,CN,0.0,FCN1,E,7227.6,2542669.68,0,0
49582888,2020-01-09,30,B,11,21,11,10,5U5EWL2,71N79VB,3UWEQ2M,,902519,JP,CN,0.0,CIT,G,0.1,10.62,0,0
60625284,2020-01-09,30,B,11,21,11,10,TEZRJXM,D4M916M,CIIR1J8,,285390,KR,CA,5.5,C,S,4.5,999795.6,0,0
10225452,2020-01-09,20,B,11,21,11,10,OQTHBF0,LZN3KPL,0F47USG,,680291,IT,IT,0.0,FEU1,S,228.0,11149.2,1,1
34513899,2020-01-09,20,B,11,21,11,10,XK33V6F,9Y7SZU5,CAAU24O,,630710,CN,CN,10.0,A,E,1.0,7.1,0,0
24628188,2020-01-09,20,B,11,21,11,10,6EREC3Y,OUDRKX8,IUW8U8Z,,854110,CN,CN,0.0,C,G,1.6,159.20000000000005,0,0
51919843,2020-01-09,30,B,11,21,11,10,I78QFXO,FSSR11R,S07J714,,851640,CN,CN,3.2,FCN1,B,7982.5,10362083.25,0,0
28417610,2020-01-09,40,B,11,21,11,10,563IIAU,6SL4SRI,ZR51MQY,,731822,BE,FR,8.0,A,Y,0.0,0.0,0,0
58926365,2020-01-09,20,B,11,21,11,10,BYUUDT8,83WCKKY,UQHMADE,,071080,CN,CN,27.0,C,Y,120000.0,31824000.0,0,0
16058450,2020-01-09,16,B,11,21,11,10,WP8YGHF,HT916RV,NSKVI02,,120890,CN,CN,0.0,FCN1,E,15000.0,5529000.0,0,0
88064895,2020-01-09,30,B,11,21,11,10,LZ4QSVV,O7F1SG2,1TDY8JC,,853949,JP,CN,8.0,A,B,8.2,13812.9,1,1
68087410,2020-01-09,20,B,11,21,11,10,FM1LE1R,XLI4D0G,MV4LB52,,350520,PH,PH,100.6,FAS1,B,220.0,1033318.0,0,0
46047317,2020-01-09,20,B,11,21,11,10,46DSL5H,226QR5E,XC641JQ,,830140,CN,CN,0.0,FCN1,Y,0.4,11.64,0,0
26561771,2020-01-09,40,B,11,21,11,40,NZYZ967,K32RFX9,YQ3VH9Y,,611090,IT,IT,0.0,FEU1,B,6.6,25.08,0,0
77185813,2020-01-09,40,B,87,21,43,40,DWNJQL8,3K3BCZK,,MWIDNS,902730,CN,CN,0.0,C,E,29.0,37004.0,0,0
10445645,2020-01-09,20,B,11,21,11,10,6V8QPPW,2SRKEXW,WDFP9RE,,902750,DE,DE,0.0,C,B,108.0,184096.8,1,1
13146195,2020-01-09,20,B,11,21,11,40,D0QBCYM,E808G5S,W1FW5K9,W5AYVM,391810,CN,CN,6.5,C,G,1320.0,125268.0,0,0
39897010,2020-01-09,40,B,94,21,11,10,7F6B3XW,3VDOPXV,696C2Y3,,854233,KR,TH,0.0,A,G,0.4,319960.64,0,0
88746309,2020-01-09,40,B,11,11,43,40,UAU3QSC,HQIIUDN,D67DXHH,,950300,CN,CN,8.0,A,Y,2.1,264.39000000000004,0,0
92416105,2020-01-09,40,B,11,21,18,40,H1U03NK,AYI96MF,AZMZUY5,,850440,DE,DE,3.3,C,G,7.5,3271.5,0,0
78171579,2020-01-09,16,B,11,21,11,40,WMQWT34,NYODI3A,W8M5371,,420232,CN,CN,3.2,FCN1,S,30.0,2586.0,0,0
73584428,2020-01-09,40,B,11,21,11,40,BUK2SI8,KAX2OZW,K9HATCM,W6UCD9,390190,US,US,0.6,FUS1,Y,20000.0,2628000.0,0,0
78765355,2020-01-09,13,B,94,21,18,40,94K5F1X,2XLPXFO,S9XEN09,,151219,RU,RU,5.0,A,G,410130.0,191776788.0,0,0
91451065,2020-01-09,40,B,11,21,11,10,XK33V6F,B25T434,7TKBH6M,,110630,CN,CN,4.8,FCN1,G,150.0,29340.0,0,0
74298802,2020-01-09,20,B,11,21,11,40,H3RWZG0,MAHYJ16,32RVS06,,640399,US,CN,13.0,A,S,22.0,5530.8,0,0
91194195,2020-01-09,40,B,87,21,18,40,QDUSBFS,DAQJIIK,LNLVLF3,MWIDNS,420299,CN,CN,8.0,A,E,61.6,597.52,0,0
67738060,2020-01-09,20,B,11,21,43,10,12WCE9E,HTCHOL5,U8D0AP1,,903082,CN,US,0.0,C,B,0.0,0.0,0,0
87179752,2020-01-09,10,B,11,21,11,40,DTY5Z7Q,3CDUKNO,TWMYJQ9,,071080,VN,VN,27.0,C,B,20000.0,5304000.0,0,0
39613866,2020-01-09,40,B,87,21,11,40,AZI5L7O,HW96MLB,ATWJLGG,W6UCD9,841899,SG,MY,8.0,A,G,610.6,53000.08,1,1
95049032,2020-01-09,62,B,11,21,11,50,LY5ONFW,G4YLYYZ,M435WS9,,420292,CN,CN,4.8,FCN1,G,100.0,5950.0,0,0
71071507,2020-01-09,16,B,11,21,11,10,OIQKQ7T,GGAFVVL,M21A5LW,,850519,CN,CN,5.6,E1,E,3443.0,1049082.1,0,0
15171780,2020-01-09,40,B,11,21,43,40,43MSLZK,EHQSRSG,68AGXNA,W6UCD9,070959,CN,CN,40.0,L,E,3.0,3753.9,0,0
55508970,2020-01-09,30,B,11,21,11,10,6APLI65,NHQAOYF,AGEBSW5,,721633,MY,MY,0.0,C,Y,52128.0,11249222.4,0,0
18016813,2020-01-09,40,B,11,21,11,10,749ECRU,UAB395I,E7J9W0X,,851762,CN,CN,0.0,C,G,2346.0,40567032.0,0,0
30539752,2020-01-09,30,B,11,21,11,40,6H2BKO4,OMJAAKZ,J6WUW44,,902730,US,US,0.0,C,Y,3.0,3828.0,0,0
45002946,2020-01-09,30,B,11,21,43,10,G08G1SQ,26T1MH5,0OIFFAX,,090421,CN,CN,50.0,W1,E,16000.0,16499200.0,0,0
22715441,2020-01-09,30,B,11,21,11,10,6D4DNS7,VN5EHP0,SS0XQE2,,071080,CN,CN,27.0,C,B,120000.0,31824000.0,0,0
92772250,2020-01-09,40,B,11,21,43,10,F463TSU,Z65FV2R,OJSCAW7,,711719,CN,KR,8.0,A,B,0.5,34.1,0,0
17311513,2020-01-09,20,B,11,21,11,10,IN763PF,XSRVPWD,716T6M8,,620640,CN,CN,13.0,A,S,34.1,651.3100000000002,0,0
57255719,2020-01-09,16,B,11,21,11,10,MPD1M6P,XSCA6RD,DYFHWW4,,392690,CN,CN,3.4,FCN1,E,87.0,52.2,1,1
53781570,2020-01-09,20,B,11,21,11,10,8OKYMB6,FWVNMKK,XJPIVV6,,950640,CN,CN,8.0,A,G,26.0,8756.800000000001,0,0
78557683,2020-01-09,40,B,11,21,14,40,7S4CPMV,PY7XMR6,,,854442,GB,GB,8.0,A,E,0.5,613.1,1,2
97603090,2020-01-09,30,B,11,21,43,10,M3WMW25,A4R2DFB,5PUI90I,,851822,CN,CN,6.0,C,E,190.4,27017.76,0,0
85525329,2020-01-09,62,B,89,12,14,30,D0QBCYM,P28B2P6,4L55OUI,LYVC23,330499,HK,FR,6.5,C,Y,112.0,2833.6,0,0
13511512,2020-01-09,40,B,11,21,18,40,D88DTE8,9591IVE,ORZ6CO0,W6UCD9,680293,CN,CN,8.0,A,E,24400.0,263520.0,0,0
25404232,2020-01-09,20,B,11,21,11,10,9Z8AYH4,6W7C6MT,657KM15,,854370,CN,CN,0.0,FCN1,S,320.0,3712.0,0,0
27068379,2020-01-09,20,B,11,21,43,40,6V8QPPW,FSVBX9A,7GX8XJ6,,851290,CN,CN,8.0,A,B,332.0,36420.4,0,0
28703195,2020-01-09,10,B,11,21,14,10,E0AGTLM,YP2SJG1,8G2ODGB,,621430,CN,CN,3.2,FCN1,S,90.0,9621.0,0,0
12085669,2020-01-09,53,B,29,21,11,10,N5DYZ9T,F501XQ6,2C7OJV5,,610822,CN,CN,7.8,FCN1,E,98.0,23079.0,0,0
92436502,2020-01-09,40,B,94,21,18,40,CXWWNWO,1ZNY80M,Q8YJNKG,W6UCD9,840721,JP,JP,8.0,A,Y,278.0,316642.0,1,1
65678948,2020-01-09,30,B,89,21,11,40,3TM1MVE,QYBRXS4,F1MQML8,,870899,GB,DE,8.0,A,E,6.5,45.5,1,1
85301309,2020-01-09,20,B,11,21,11,10,00RURK1,HW96MLB,DHGO4GS,,950440,US,US,0.0,C,G,16433.7,2491348.92,0,0
74183196,2020-01-09,13,B,88,21,18,40,DV33WR2,7C75LYT,GGIMWDE,MWIDNS,854370,SG,SG,8.0,A,E,76.5,247240.35,0,0
14494712,2020-01-09,62,B,11,21,11,10,O3BUZL3,2SI81TC,XDKKELS,VZIZJJ,950629,CN,CN,0.0,FCN1,S,494.0,204318.4,0,0
87805758,2020-01-09,40,B,11,21,18,10,5U5EWL2,SCJQY0U,KDLLHDR,MWIDNS,391990,VN,VN,0.0,FAS1,S,7000.0,700.0,0,0
99290248,2020-01-09,33,B,85,11,18,10,C16ZJ86,7ZR16FJ,LUISCFY,,844399,CN,CN,0.0,CIT,S,97.3,6470.45,0,0
21407976,2020-01-09,20,B,11,21,43,10,NZYZ967,ZY86O29,FT8PVWH,,691110,CN,CN,8.0,A,B,80.0,29960.0,0,0
80815646,2020-01-10,40,B,11,21,11,40,8CSEUU6,8V9TP7G,,,030192,CN,CN,20.0,L,E,2000.0,9035000.0,0,0
77286758,2020-01-10,40,B,11,21,11,40,JEOUGPP,HFVWJ5F,PY9S09O,,854370,HK,MY,8.0,A,E,3794.3,8347.460000000001,0,0
26258497,2020-01-10,40,B,15,21,14,40,8R629JR,RKDII26,KIMCL10,MWIDNS,620343,VN,VN,0.0,FVN1,E,549.3,108541.68,0,0
43365777,2020-01-10,40,B,11,21,43,40,AZI5L7O,W91PYW1,,,940520,DE,DE,0.0,FEU1,E,8.0,2575.2,0,0
93512744,2020-01-10,40,B,11,21,11,40,6P5MXLM,OZ753MD,Y0ORPFY,,901890,CN,CN,1.3,CIT1,E,21.5,1081.45,0,0
52603806,2020-01-10,30,B,11,21,11,10,30KWO4D,XIKK7OW,SZJ8N8R,,720229,CN,CN,0.0,FCN1,E,23.0,58666.1,0,0
18913481,2020-01-10,40,B,11,21,11,40,RZXCX7U,PCW8KX7,23RIU88,,761699,CN,CN,4.8,FCN1,E,940.0,11750.0,0,0
39750177,2020-01-10,40,B,11,21,43,40,JLSFRP0,RTFLHKO,KXFBS1E,,851762,HK,CN,0.0,CIT,E,49.6,7192.0,1,1
10149118,2020-01-10,40,B,11,21,11,40,6V0LO4Q,M1ZCQ8W,KYXZBS0,,902480,JP,JP,0.0,CIT,E,6.0,19807.800000000007,0,0
95767783,2020-01-10,40,B,11,21,11,40,EX4Q9G2,3EHX9CF,T2Z885Y,,392690,CN,CN,3.9,FCN1,G,250.0,150.0,1,1
85473364,2020-01-10,82,B,87,23,14,40,M2URW6J,W5UV7W8,W5S5E2I,,620339,FR,MA,13.0,A,G,1.0,1252.9,1,1
78071056,2020-01-10,20,B,11,21,11,10,X2D9TDI,57ECW03,,,390690,DE,DE,0.0,FEU1,E,345.0,20079.0,1,1
12480877,2020-01-10,40,B,11,21,43,40,KGKFG05,S6BWQ6D,OP5AL7R,,392690,JP,JP,6.5,C,Y,0.5,15.8,0,0
88664735,2020-01-10,40,B,11,21,14,40,PF1L1IG,NRGE19Z,L49P9ZU,,621490,JP,CN,8.0,A,E,4.1,609.2599999999999,1,1
15107482,2020-01-10,30,B,11,21,11,10,UFO3ZSU,JJUIHPV,7UXMIRC,,620453,CN,CN,8.1,E1,G,15.0,600.0,0,0
68363494,2020-01-10,40,B,89,21,43,40,VK8SOUK,YLLBMD1,XRQRQ14,VZIZJJ,902790,DE,DE,0.0,C,E,5.0,24958.0,0,0
76565761,2020-01-10,20,B,11,21,11,10,5U5EWL2,42I86IC,,,841869,CN,CN,8.0,A,B,116.0,37769.60000000001,0,0
94109244,2020-01-10,40,B,11,21,43,40,X4YE5K6,TN7D82K,KDLLHDR,,940490,CN,CN,4.8,FCN1,E,5202.0,120166.2,0,0
86827628,2020-01-10,20,B,11,21,43,10,ZQLV58T,W91PYW1,K1ZCGPS,,701337,CN,CN,0.0,FCN1,Y,1638.0,21621.6,0,0
14396049,2020-01-10,150,B,11,21,11,40,5PDPMM1,XPVKOGN,W5M3GOV,,853890,DE,AT,8.0,A,E,3.4,68.0,1,1
24543520,2020-01-10,20,B,11,21,11,10,FVI4U22,FF7J7GH,HDI2B1W,,610831,MM,MM,0.0,FAS1,B,1000.0,834500.0,0,0
81150357,2020-01-10,40,B,11,21,43,40,S1N2WHR,V0A07Q5,,,900120,KR,KR,0.0,C,E,2.6,896.22,0,0
92019518,2020-01-10,40,B,11,21,43,40,DWNJQL8,HI9ZV4Y,,,902490,CN,CN,0.0,CIT,E,15.0,2911.5,0,0
44211892,2020-01-10,40,B,11,21,14,40,6V8QPPW,4TNV14J,,,180690,SE,SE,8.0,A,E,12.0,4138.799999999998,1,1
50892361,2020-01-10,30,B,11,21,43,40,K2ZFUPI,I02VRS5,,,640299,CN,CN,13.0,A,Y,1.4,143.92,0,0
57340159,2020-01-10,10,B,11,21,11,10,NZYZ967,TOOEFIB,NCRWGVW,,854442,HK,CN,8.0,A,B,23.0,687.6999999999997,0,0
84769095,2020-01-10,40,B,11,21,11,40,UTNPOCA,708A72F,,,847590,CN,CN,0.0,FCN1,E,14.0,14266.0,0,0
57094466,2020-01-10,40,B,11,21,11,40,PG5RSF3,LUTPTAZ,,MWIDNS,901580,AT,AT,0.0,CIT,E,0.0,0.0,0,0
76048150,2020-01-10,40,B,11,21,14,40,YBWV8P1,MVOVGFU,DC8ZFRX,,420212,CN,CN,8.0,A,G,20.0,2560.0,0,0
32620169,2020-01-10,40,B,11,21,43,40,43MSLZK,HFVWJ5F,,,321590,CN,CN,6.5,C,E,1.9,144.97,0,0
58426206,2020-01-10,16,B,11,21,11,40,8BBKYXO,TKOG328,8TV2NK3,,900319,DK,DK,0.0,FEU1,B,0.4,86.44,0,0
85666994,2020-01-10,20,B,11,21,11,10,GO1EBDS,JF0CFHM,4BJHN79,,852859,CN,CN,8.0,A,B,0.2,160.70000000000005,0,0
34815065,2020-01-10,40,B,11,21,11,40,8OKYMB6,CNIHSJS,RZM2Z77,,900120,KR,KR,0.0,C,E,2.6,896.22,0,0
23394369,2020-01-10,40,B,11,21,11,40,31R3APF,VM8E931,,,392690,CN,CN,6.5,C,E,11.7,7.02,1,1
97666442,2020-01-10,20,B,11,21,14,10,OZB7KED,202D60E,KH8ZSW8,,420212,US,CN,8.0,A,S,30.0,2133.0,0,0
17978959,2020-01-10,20,B,11,21,11,10,Q9ZG6R5,9GUGTXO,QQCZLLU,,382499,DE,DE,0.0,FEU1,B,33.5,29764.75,0,0
51459829,2020-01-10,40,B,11,21,11,40,OZB7KED,708A72F,,,620640,CN,CN,13.0,A,E,27.0,515.7,0,0
50954253,2020-01-10,40,B,11,21,11,10,E3Q8ABV,7EQ5F4K,0C7GML2,,848190,CN,CN,8.0,A,G,5.0,219.5,0,0
46600596,2020-01-10,20,B,11,21,11,10,NZYZ967,O5J30E8,AM05MDE,,030391,RU,RU,10.0,A,B,16942.5,5684208.75,0,0
25141518,2020-01-10,20,B,11,21,43,10,DRUWV1Q,YP2SJG1,F4RJ458,MWIDNS,392690,CN,CN,6.5,C,G,120.0,72.0,1,1
60535882,2020-01-10,82,B,11,21,11,10,3L9AEFP,DV2URER,0975AHI,,902590,CN,CN,0.0,CIT,B,4.0,1006.8,1,1
