No,JZI,Airlines,Online,Basic Plan,6,MALAYSIA,18,6.3,46
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,13,JAPAN,25,0,55
No,EPX,Travel Agency,Online,Cancellation Plan,72,JAPAN,20,0,24
No,JZI,Airlines,Online,Basic Plan,9,VIET NAM,30,10.5,21
No,EPX,Travel Agency,Online,Cancellation Plan,32,NEW ZEALAND,80,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,17,BRUNEI DARUSSALAM,26,0,36
No,C2B,Airlines,Online,Gold Plan,19,SINGAPORE,33.5,8.38,32
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,MALAYSIA,0,17.82,34
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,THAILAND,42,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,82,AUSTRALIA,79.2,47.52,31
No,EPX,Travel Agency,Online,Cancellation Plan,123,PHILIPPINES,10,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,6,PHILIPPINES,10,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,5,INDIA,10,0,36
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,12,JAPAN,72,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,29,SINGAPORE,10,0,36
No,JZI,Airlines,Online,Basic Plan,11,THAILAND,22,7.7,63
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,14,THAILAND,20,0,47
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,9,UNITED STATES,20,0,28
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,88,AUSTRALIA,69.3,41.58,36
No,ART,Airlines,Online,24 Protect,52,THAILAND,37.2,13.02,48
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,32,AUSTRALIA,39.6,23.76,40
No,C2B,Airlines,Online,Bronze Plan,68,SINGAPORE,0,10.32,29
No,EPX,Travel Agency,Online,Cancellation Plan,66,HONG KONG,29,0,29
No,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,21,5.25,29
No,RAB,Airlines,Online,Value Plan,9,BRUNEI DARUSSALAM,15,6,61
No,EPX,Travel Agency,Online,Cancellation Plan,29,THAILAND,12,0,30
No,EPX,Travel Agency,Online,Cancellation Plan,57,JAPAN,16,0,36
No,JZI,Airlines,Online,Basic Plan,5,THAILAND,22,7.7,45
No,TST,Travel Agency,Offline,Travel Cruise Protect,71,THAILAND,30,10.5,76
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,MALAYSIA,20,0,30
No,EPX,Travel Agency,Online,Cancellation Plan,28,INDIA,25,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,VIET NAM,34,0,35
No,EPX,Travel Agency,Online,Cancellation Plan,183,PHILIPPINES,10,0,36
No,C2B,Airlines,Online,Silver Plan,64,SINGAPORE,72,18,38
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,MALAYSIA,20,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,41,AUSTRALIA,29.7,17.82,28
No,EPX,Travel Agency,Online,Cancellation Plan,100,HONG KONG,29,0,36
No,SSI,Airlines,Online,Ticket Protector,39,SINGAPORE,7.21,2.02,48
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,HONG KONG,112,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,HONG KONG,62,0,55
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,64,CHINA,28,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,125,AUSTRALIA,39,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,12,CHINA,20,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,25,THAILAND,19,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,12,CHINA,30,0,36
No,C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,22.1,5.53,23
No,EPX,Travel Agency,Online,Cancellation Plan,3,THAILAND,11,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,137,CHINA,20,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,8,"KOREA, REPUBLIC OF",54,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,35,AUSTRALIA,59.4,35.64,23
No,EPX,Travel Agency,Online,Cancellation Plan,58,SINGAPORE,80,0,37
No,LWC,Travel Agency,Online,Annual Travel Protect Silver,388,UNITED STATES,229.8,149.37,33
No,JZI,Airlines,Online,Basic Plan,13,CHINA,35,12.25,43
No,SSI,Airlines,Online,Ticket Protector,18,SINGAPORE,1.5,0.42,48
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,76,AUSTRALIA,44,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,5,HONG KONG,12,0,50
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,POLAND,19.8,11.88,42
No,JZI,Airlines,Online,Value Plan,23,ITALY,125,43.75,28
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,NORWAY,29.7,17.82,28
No,EPX,Travel Agency,Online,Cancellation Plan,10,HONG KONG,18,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,31,JAPAN,10,0,37
No,JZI,Airlines,Online,Basic Plan,8,CHINA,26,9.1,32
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,MALAYSIA,20,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,11,MALAYSIA,10,0,29
No,EPX,Travel Agency,Online,Cancellation Plan,59,CHINA,30,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,6,INDONESIA,10,0,36
No,CCR,Travel Agency,Offline,Comprehensive Plan,76,THAILAND,29,9.57,59
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,61,JAPAN,60,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,12,CHINA,41,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,52,SRI LANKA,30,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,MALAYSIA,20,0,41
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,MALAYSIA,39.6,23.76,31
No,TST,Travel Agency,Offline,Travel Cruise Protect,72,MALAYSIA,30,10.5,34
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,NEW ZEALAND,99,59.4,51
Yes,C2B,Airlines,Online,Silver Plan,16,SINGAPORE,72,18,46
No,EPX,Travel Agency,Online,Cancellation Plan,19,PHILIPPINES,18,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,184,"KOREA, REPUBLIC OF",39.6,23.76,28
No,EPX,Travel Agency,Online,Cancellation Plan,64,PHILIPPINES,101,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,8,SINGAPORE,10,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,3,CAMBODIA,53,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,6,SINGAPORE,16,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,MALAYSIA,49.5,29.7,42
No,C2B,Airlines,Online,Silver Plan,29,SINGAPORE,31.85,7.96,45
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,SINGAPORE,112,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,33,SWITZERLAND,108.9,65.34,49
No,EPX,Travel Agency,Online,Cancellation Plan,43,UNITED STATES,80,0,53
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,49,MALAYSIA,20,0,45
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,25,SOUTH AFRICA,29.7,17.82,48
No,CCR,Travel Agency,Offline,Comprehensive Plan,6,MALAYSIA,29,9.57,32
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,90,THAILAND,20,0,31
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,MALAYSIA,21,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,HONG KONG,26,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,10,MALAYSIA,10,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,LAO PEOPLE'S DEMOCRATIC REPUBLIC,53,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,60,UNITED STATES,19.8,11.88,29
No,EPX,Travel Agency,Online,Cancellation Plan,24,MALAYSIA,10,0,27
No,EPX,Travel Agency,Online,Cancellation Plan,39,INDIA,37,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,148,NETHERLANDS,0,5.94,31
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,MALAYSIA,0,23.76,26
No,EPX,Travel Agency,Online,Cancellation Plan,6,CHINA,26,0,36
No,C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,216,54,61
Yes,C2B,Airlines,Online,Silver Plan,66,SINGAPORE,86.4,21.6,32
No,KML,Travel Agency,Online,Premier Plan,34,INDONESIA,29,11.02,48
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,80,AUSTRALIA,59.4,35.64,43
No,RAB,Airlines,Online,Value Plan,6,BRUNEI DARUSSALAM,15,6,59
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,52,AUSTRALIA,59.4,35.64,35
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,57,AUSTRALIA,89.1,53.46,30
No,C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,30.55,7.64,37
No,EPX,Travel Agency,Online,Cancellation Plan,53,JAPAN,52,0,36
No,JZI,Airlines,Online,Value Plan,68,JAPAN,45,15.75,31
No,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,7,MALDIVES,48.5,31.53,30
No,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,216,54,42
No,EPX,Travel Agency,Online,Cancellation Plan,18,PHILIPPINES,10,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,SPAIN,89.1,53.46,40
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,"TAIWAN, PROVINCE OF CHINA",62,0,49
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,75,"KOREA, REPUBLIC OF",48,0,36
No,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,5,MACAO,43.5,28.28,51
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,152,HONG KONG,20,0,36
No,KML,Travel Agency,Online,Premier Plan,52,INDONESIA,70,26.6,48
No,JZI,Airlines,Online,Basic Plan,100,MYANMAR,42,14.7,35
No,C2B,Airlines,Online,Silver Plan,17,SINGAPORE,18.5,4.63,28
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,SPAIN,39.6,23.76,39
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,JAPAN,98,0,36
No,CSR,Travel Agency,Offline,Comprehensive Plan,45,THAILAND,29,9.57,61
No,JZI,Airlines,Online,Basic Plan,16,MACAO,26,9.1,50
No,JZI,Airlines,Online,Basic Plan,25,THAILAND,33,11.55,43
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,79,"KOREA, REPUBLIC OF",48,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,THAILAND,40,0,22
No,EPX,Travel Agency,Online,Cancellation Plan,3,CHINA,24,0,36
No,JZI,Airlines,Online,Basic Plan,42,THAILAND,22,7.7,30
No,EPX,Travel Agency,Online,Cancellation Plan,20,PHILIPPINES,10,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,1,VIET NAM,10,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,THAILAND,34,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,46,CHINA,32,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,88,SINGAPORE,42,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,53,THAILAND,64,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,AUSTRALIA,29.7,17.82,33
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,149,INDONESIA,20,0,30
No,EPX,Travel Agency,Online,Cancellation Plan,50,THAILAND,10,0,27
No,EPX,Travel Agency,Online,Cancellation Plan,7,SINGAPORE,18,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,36,UNITED STATES,23,0,24
No,TST,Travel Agency,Offline,Travel Cruise Protect,5,THAILAND,30,10.5,71
No,C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,38.35,9.59,33
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,VIET NAM,45,0,35
No,JZI,Airlines,Online,Basic Plan,5,SRI LANKA,22,7.7,29
No,JZI,Airlines,Online,Basic Plan,72,JAPAN,35,12.25,33
No,C2B,Airlines,Online,Bronze Plan,59,SINGAPORE,23.5,5.88,26
No,EPX,Travel Agency,Online,Cancellation Plan,1,INDIA,17,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,NEW ZEALAND,29.7,17.82,51
No,JZI,Airlines,Online,Value Plan,16,CHINA,45,15.75,99
No,KML,Travel Agency,Online,Value Plan,20,INDONESIA,33,12.54,48
No,C2B,Airlines,Online,Annual Silver Plan,382,SINGAPORE,289,72.25,51
No,EPX,Travel Agency,Online,Cancellation Plan,6,SINGAPORE,15,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,9,CHINA,30,0,35
No,EPX,Travel Agency,Online,Cancellation Plan,9,SINGAPORE,10,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,10,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,216,"TAIWAN, PROVINCE OF CHINA",29,0,36
No,C2B,Airlines,Online,Silver Plan,5,SINGAPORE,24.05,6.01,32
No,EPX,Travel Agency,Online,Cancellation Plan,12,SINGAPORE,10,0,36
No,C2B,Airlines,Online,Annual Silver Plan,426,SINGAPORE,252.85,63.21,50
Yes,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,21,5.25,32
No,EPX,Travel Agency,Online,Cancellation Plan,76,PHILIPPINES,10,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,3,MALAYSIA,10,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,20,UNITED ARAB EMIRATES,31,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,90,FINLAND,39.6,23.76,31
No,EPX,Travel Agency,Online,Cancellation Plan,17,CHINA,10,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,189,ITALY,17,0,36
No,JZI,Airlines,Online,Value Plan,241,AUSTRALIA,69,24.15,56
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,108,NETHERLANDS,0,5.94,31
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,AUSTRALIA,69,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,170,JAPAN,40,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,19,MACAO,25,0,38
No,EPX,Travel Agency,Online,Cancellation Plan,4,THAILAND,10,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,SINGAPORE,0,0,36
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,159,PHILIPPINES,20,0,36
No,TST,Travel Agency,Offline,Travel Cruise Protect,112,MALAYSIA,30,10.5,53
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,SOUTH AFRICA,0,47.52,35
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,9,SINGAPORE,20,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,10,CHINA,42,0,36
No,C2B,Airlines,Online,Annual Silver Plan,427,SINGAPORE,-291.75,72.94,66
No,EPX,Travel Agency,Online,Cancellation Plan,15,CHINA,17,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,MALAYSIA,20,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,CHINA,49,0,49
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,THAILAND,19.8,11.88,31
No,EPX,Travel Agency,Online,Cancellation Plan,12,INDIA,16,0,40
Yes,C2B,Airlines,Online,Annual Gold Plan,379,SINGAPORE,278.85,69.71,23
No,JZI,Airlines,Online,Basic Plan,41,CHINA,22,7.7,23
No,EPX,Travel Agency,Online,Cancellation Plan,75,INDIA,25,0,36
No,C2B,Airlines,Online,Gold Plan,10,SINGAPORE,57.5,14.38,49
No,C2B,Airlines,Online,Bronze Plan,42,SINGAPORE,40.2,10.05,86
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,25,SINGAPORE,20,0,35
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,JAPAN,42,0,52
No,KML,Travel Agency,Online,Value Plan,39,INDONESIA,28,10.64,48
No,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,30.55,7.64,34
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,26,THAILAND,23,0,38
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,ROMANIA,118.8,71.28,33
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,80,UNITED STATES,39.6,23.76,31
No,EPX,Travel Agency,Online,Cancellation Plan,37,JAPAN,40,0,36
No,JZI,Airlines,Online,Basic Plan,108,MALAYSIA,22,7.7,30
No,EPX,Travel Agency,Online,Cancellation Plan,40,CROATIA,80,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,183,EGYPT,80,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,NEW ZEALAND,9.9,5.94,31
No,EPX,Travel Agency,Online,Cancellation Plan,284,PERU,22,0,27
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,81,MALAYSIA,20,0,36
No,JZI,Airlines,Online,Value Plan,7,THAILAND,26,9.1,44
Yes,C2B,Airlines,Online,Bronze Plan,58,SINGAPORE,39,9.75,27
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,3,MALAYSIA,34,0,49
No,C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,16,4,28
No,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,13.5,3.38,43
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,81,UNITED KINGDOM,128.7,77.22,63
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,HONG KONG,24,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,79,INDONESIA,10,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,29,CHINA,15,0,36
No,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,20,5,31
No,JZI,Airlines,Online,Basic Plan,40,JAPAN,35,12.25,34
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,HONG KONG,27,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,27,CHINA,28,0,36
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,UNITED STATES,112,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,45,HONG KONG,20,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,5,THAILAND,11,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,4,MALAYSIA,10,0,35
No,EPX,Travel Agency,Online,Cancellation Plan,16,INDIA,23,0,36
Yes,C2B,Airlines,Online,Silver Plan,88,SINGAPORE,54.5,13.63,60
No,EPX,Travel Agency,Online,Cancellation Plan,183,MALAYSIA,10,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,159,HONG KONG,13,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,29,SINGAPORE,44,0,35
No,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,6,HONG KONG,25,16.25,59
No,C2B,Airlines,Online,Annual Silver Plan,409,SINGAPORE,216,54,21
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,THAILAND,40,0,35
No,EPX,Travel Agency,Online,Cancellation Plan,50,SINGAPORE,10,0,57
No,EPX,Travel Agency,Online,Cancellation Plan,13,MYANMAR,10,0,36
No,JZI,Airlines,Online,Value Plan,8,AUSTRALIA,45,15.75,40
No,TTW,Travel Agency,Offline,Individual Comprehensive Plan,365,SINGAPORE,97,0,31
No,EPX,Travel Agency,Online,Cancellation Plan,26,THAILAND,23,0,36
No,JZI,Airlines,Online,Basic Plan,36,CHINA,35,12.25,38
No,JZI,Airlines,Online,Basic Plan,11,"TAIWAN, PROVINCE OF CHINA",22,7.7,43
No,C2B,Airlines,Online,Silver Plan,21,SINGAPORE,62.25,15.56,34
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,MALAYSIA,22,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,230,ITALY,80,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,VIET NAM,20,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,32,AUSTRALIA,0,65.34,32
No,EPX,Travel Agency,Online,Cancellation Plan,5,THAILAND,13,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,90,SINGAPORE,54,0,36
No,JZI,Airlines,Online,Basic Plan,2,INDIA,22,7.7,53
No,EPX,Travel Agency,Online,Cancellation Plan,73,CHINA,20,0,36
No,TST,Travel Agency,Offline,Travel Cruise Protect,47,THAILAND,30,10.5,71
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,VIET NAM,20,0,27
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,88,INDONESIA,20,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,CHINA,29,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,MALAYSIA,19.8,11.88,46
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,AUSTRALIA,39.6,23.76,28
No,EPX,Travel Agency,Online,Cancellation Plan,53,VIET NAM,16,0,36
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,51,IRELAND,57,0,36
No,C2B,Airlines,Online,Bronze Plan,23,SINGAPORE,34.5,8.63,22
No,JZI,Airlines,Online,Basic Plan,6,CHINA,26,9.1,44
No,EPX,Travel Agency,Online,Cancellation Plan,8,UNITED STATES,61,0,41
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,MALAYSIA,9.9,5.94,51
No,EPX,Travel Agency,Online,Cancellation Plan,21,INDONESIA,12,0,36
No,C2B,Airlines,Online,Silver Plan,4,SINGAPORE,22.5,5.63,45
No,EPX,Travel Agency,Online,Cancellation Plan,59,INDIA,18,0,30
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,28,THAILAND,19.8,11.88,40
No,C2B,Airlines,Online,Annual Silver Plan,370,SINGAPORE,216,54,66
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,56,AUSTRALIA,112,0,36
No,JZI,Airlines,Online,Basic Plan,21,VIET NAM,22,7.7,38
No,EPX,Travel Agency,Online,Cancellation Plan,42,SINGAPORE,10,0,34
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,CAMBODIA,20,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,26,THAILAND,22,0,35
No,EPX,Travel Agency,Online,Cancellation Plan,5,MALAYSIA,11,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,49,MACAO,10,0,40
No,EPX,Travel Agency,Online,Cancellation Plan,21,GERMANY,37,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,62,THAILAND,44,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,62,MALAYSIA,19.8,11.88,41
No,EPX,Travel Agency,Online,Cancellation Plan,12,SINGAPORE,12,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,15,MYANMAR,41,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,37,THAILAND,21,0,35
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,84,MYANMAR,20,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,7,MYANMAR,10,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,AUSTRALIA,0,53.46,39
No,JZI,Airlines,Online,Basic Plan,8,MALAYSIA,18,6.3,34
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,38,"TAIWAN, PROVINCE OF CHINA",21,0,36
No,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,44.25,11.06,28
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,38,AUSTRALIA,69.3,41.58,46
No,EPX,Travel Agency,Online,Cancellation Plan,60,CHINA,28,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,25,SINGAPORE,43,0,35
No,JZI,Airlines,Online,Basic Plan,10,THAILAND,22,7.7,42
No,C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,40.2,10.05,39
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,45,GERMANY,69.3,41.58,50
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,GERMANY,59.4,35.64,31
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,178,GREECE,69.3,41.58,31
No,C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,53.5,13.38,26
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,18,SINGAPORE,20,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,81,CAMBODIA,24,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,101,HONG KONG,20,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,AUSTRALIA,9.9,5.94,51
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,SINGAPORE,34,0,35
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,33,THAILAND,33,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,19,VIET NAM,10,0,25
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,15,INDONESIA,20,0,56
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,THAILAND,23,0,37
No,EPX,Travel Agency,Online,Cancellation Plan,16,THAILAND,55,0,46
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,69,INDONESIA,20,0,36
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,70,UNITED KINGDOM,89.1,53.46,31
No,RAB,Airlines,Online,Value Plan,7,BRUNEI DARUSSALAM,0,6,69
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,CHINA,72,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,75,UNITED STATES,30,0,20
No,JZI,Airlines,Online,Basic Plan,32,CHINA,26,9.1,58
No,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,28,"KOREA, REPUBLIC OF",19.8,11.88,31
No,ADM,Travel Agency,Online,Value Plan,29,SWITZERLAND,75,28.5,22
No,JWT,Airlines,Online,Value Plan,9,INDIA,31,12.4,99
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,41,NORTHERN MARIANA ISLANDS,64,0,47
No,EPX,Travel Agency,Online,Cancellation Plan,11,THAILAND,22,0,36
No,SSI,Airlines,Online,Ticket Protector,18,SINGAPORE,0.71,0.2,48
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,HONG KONG,22,0,36
No,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,22,UNITED KINGDOM,78,50.7,24
No,EPX,Travel Agency,Online,Cancellation Plan,18,SINGAPORE,21,0,36
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,225,UNITED KINGDOM,67,0,36
No,JZI,Airlines,Online,Basic Plan,73,THAILAND,22,7.7,58
No,EPX,Travel Agency,Online,Cancellation Plan,57,UNITED STATES,80,0,33
No,EPX,Travel Agency,Online,2 way Comprehensive Plan,97,NEW ZEALAND,106,0,36
No,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,VIET NAM,20,0,36
No,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,16,4,61
No,EPX,Travel Agency,Online,Cancellation Plan,3,THAILAND,18,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,15,PHILIPPINES,10,0,36
No,EPX,Travel Agency,Online,Cancellation Plan,12,"KOREA, REPUBLIC OF",29,0,36
